Domain,Rank,Conference Title,Acronym,CFP_URL,Papers_URL,CFP_keyword_counts,CFP_matched_nodes,Papers_keyword_counts,Papers_matched_nodes,Include,Last_updated
Machine learning,A,Parallel Problem Solving from Nature,PPSN,https://ppsn2026.disi.unitn.it/#calls,https://ppsn2024.fh-ooe.at/program/,,,"{""efficien*"": 7}",,Yes,2025-11-30T23:33:46.889681Z
Theory of computation,A*,ACM Symposium on Theory of Computing,STOC,https://acm-stoc.org/stoc2025/cfp-stoc2025.html,https://acm-stoc.org/stoc2025/accepted-papers.html,,,"{""efficien*"": 12}",,Yes,2025-11-30T23:33:48.841997Z
Theory of computation,A*,ACM/SIAM Symposium on Discrete Algorithms,SODA,https://www.siam.org/conferences-events/past-event-archive/soda25/,https://www.siam.org/conferences-events/past-event-archive/soda25/program/accepted-papers/,,,,,Yes,2025-11-30T23:33:57.692387Z
Theory of computation,A*,IEEE Symposium on Foundations of Computer Science,FOCS,https://focs.computer.org/2025/call-for-papers/,https://focs.computer.org/2025/accepted-papers/,,,,,Yes,2025-11-30T23:34:04.315004Z
Theory of computation,A*,IEEE Symposium on Logic in Computer Science,LICS,https://lics.siglog.org/lics25/cfp.php,https://lics.siglog.org/lics25/accepted.php,,,,,Yes,2025-11-30T23:34:05.329461Z
Theory of computation,A,International Symposium on Computational Geometry,SoCG,https://socg25.github.io/socg.html,https://drops.dagstuhl.de/entities/volume/LIPIcs-volume-332,"{""green"": 1, ""efficien*"": 1, ""environment*"": 2}",Sustainability Theme:Environmental,"{""green"": 5, ""efficien*"": 21, ""environment*"": 14}",Sustainability Theme:Environmental,Yes,2025-11-30T23:34:14.526488Z
Theory of computation,A,Conference on Integer Programming and Combinatorial Optimization,IPCO,https://ipco25.cs.jhu.edu/cfp/#call-for-papers,https://ipco25.cs.jhu.edu/accepted/,,,"{""efficien*"": 2}",,Yes,2025-11-30T23:34:17.843346Z
Theory of computation,A,European Symposium on Algorithms,ESA,https://algo-conference.org/2025/esa/,"https://algo-conference.org/2025/esa/#:~:text=Accepted%20Papers,-Baris",,,,,No,2025-11-30T23:34:22.138739Z
Theory of computation,A,Foundations of Software Science and Computational Structures,FOSSACS,https://etaps.org/2025/conferences/fossacs/,https://dblp.org/db/conf/fossacs/index.html,,,,,Yes,2025-11-30T23:34:23.149543Z
Theory of computation,A,Graph Drawing,GD,https://graphdrawing.github.io/gd2025/assets/pdfs/Call_for_Papers-2025.pdf,https://graphdrawing.github.io/gd2025/pages/accepted_papers/,,,"{""energy"": 1, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:34:25.101805Z
Theory of computation,A,IEEE Conference on Computational Complexity,CCC,https://computationalcomplexity.org/Archive/2025/cfp.html,https://dblp.org/db/conf/coco/coco2025.html,"{""environment*"": 2}",,,,Yes,2025-11-30T23:34:27.093618Z
Theory of computation,A,International Colloquium on Automata Languages and Programming,ICALP,https://conferences.au.dk/icalp2025/submission-guidelines,https://conferences.au.dk/icalp2025/accepted-papers,,,"{""energy"": 1, ""efficien*"": 5, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:34:29.022338Z
Theory of computation,A,International Conference on Concurrency Theory,CONCUR,https://conferences.au.dk/confest2025/concur/call-for-papers,https://conferences.au.dk/confest2025/concur/proceedings,"{""environment*"": 1}",,"{""energy"": 1}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:34:33.362096Z
Theory of computation,A,International Conference on Logic Programming,ICLP,https://logicprogramming.org/2025/03/call-for-papers-iclp-25/,https://iclp25.demacs.unical.it/program/accepted-papers,"{""efficien*"": 3, ""environment*"": 2}",,,,Yes,2025-11-30T23:34:36.721499Z
Theory of computation,A,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,https://icetcs.github.io/frocos-itp-tableaux25/itp/#topics,https://icetcs.github.io/frocos-itp-tableaux25/itp/#accepted,"{""efficien*"": 1}",,"{""efficien*"": 1}",,No,2025-11-30T23:34:40.371663Z
Theory of computation,A,International Symposium on Algorithms and Computation,ISAAC,https://isaac2025.csie.ncku.edu.tw/call-for-papers/,https://isaac2025.csie.ncku.edu.tw/list-of-accepted-papers/,"{""environment*"": 2}",,"{""efficien*"": 1}",,Yes,2025-11-30T23:34:42.032405Z
Theory of computation,A,International Symposium on Mathematical Foundations of Computer Science,MFCS,https://mfcs2025.mimuw.edu.pl/#accepted,https://mfcs2025.mimuw.edu.pl/#topics,"{""green"": 1, ""efficien*"": 2}",Sustainability Theme:Environmental,"{""green"": 1, ""efficien*"": 2}",Sustainability Theme:Environmental,No,2025-11-30T23:34:48.438056Z
Theory of computation,A,International Symposium on Symbolic and Algebraic Computation,ISSAC,https://www.issac-conference.org/2025/calls/ISSAC25-CFP-1.txt,https://www.issac-conference.org/2025/papers.php,,,"{""efficien*"": 1}",,Yes,2025-11-30T23:34:50.525926Z
Theory of computation,A,International Symposium on Theoretical Aspects of Computer Science,STACS,https://stacs2025.de/cfp/,https://stacs2025.de/accepted/,,,"{""efficien*"": 3}",,Yes,2025-11-30T23:34:55.684009Z
Theory of computation,A,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,https://approxconference.com/wp-content/uploads/2025/03/approx-random-2025-cfp-1.pdf,https://approxconference.com/accepted-papers-for-approx-2025/,"{""efficien*"": 1}",,,,Yes,2025-11-30T23:34:57.534623Z
Theory of computation,A,"Logics in Artificial Intelligence, European Conference",JELIA,https://viam.science.tsu.ge/jelia2025/cfp,https://viam.science.tsu.ge/jelia2025/papers,,,"{""efficien*"": 1}",,Yes,2025-11-30T23:34:59.316535Z
Theory of computation,A,Theoretical Aspects of Rationality and Knowledge,TARK,https://ccc.cs.uni-duesseldorf.de/tark-2025/call-for-papers/,https://ccc.cs.uni-duesseldorf.de/tark-2025/accepted-papers/,,,,,Yes,2025-11-30T23:35:01.879944Z
Theory of computation,A,Workshop on Algorithm Engineering and Experiments,ALENEX,https://www.siam.org/conferences-events/past-event-archive/alenex25/,https://www.siam.org/conferences-events/past-event-archive/alenex25/program/accepted-papers/,,,,,Yes,2025-11-30T23:35:08.762997Z
Theory of computation,A,Innovations in Theoretical Computer Science,ITCS,http://itcs-conf.org/itcs25/itcs25-cfp.html,http://itcs-conf.org/itcs25/itcs25-accepted.html,,,,,Yes,2025-11-30T23:35:09.769832Z
Computer Systems Engineering,A*,ACM International Symposium on Computer Architecture,ISCA,https://www.iscaconf.org/isca2025/submit/papers.php,https://dblp.org/db/conf/isca/isca2025.html,"{""sustain*"": 1, ""energy"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,"{""carbon"": 1, ""CO2"": 1, ""energy"": 3, ""energy-eff*"": 2, ""low-power"": 1, ""efficien*"": 25}","Domain:Devices & Hardware;Environmental;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA;Techniques:Protocols & low-power networking",Yes,2025-11-30T23:35:11.805777Z
Computer Systems Engineering,A*,International Symposium on High Performance Computer Architecture,HPCA,https://hpca-conf.org/2025/call-for-papers/,https://hpca-conf.org/2025/main-program/,"{""sustain*"": 1, ""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 1}",Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization,"{""sustain*"": 1, ""carbon"": 1, ""energy"": 8, ""energy-eff*"": 6, ""efficien*"": 31, ""environment*"": 1}","Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Measurement, metrics & LCA",Yes,2025-11-30T23:35:14.859844Z
Computer Systems Engineering,A,ACM International Conference on Supercomputing,ICS,https://hpcrl.github.io/ICS2025-webpage/call-for/call-for-papers.html,https://dblp.org/db/conf/ics/ics2025.html,"{""energy"": 2, ""environment*"": 1}",Environmental;Techniques:Energy management & optimization,"{""energy"": 2, ""energy-eff*"": 1, ""efficien*"": 12}",Environmental;Techniques:Energy management & optimization,Yes,2025-11-30T23:35:19.098135Z
Computer Systems Engineering,A,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,https://sc25.supercomputing.org/program/papers/,https://sc25.conference-program.com/,,,"{""energy"": 1, ""energy-eff*"": 1, ""efficien*"": 1, ""environment*"": 1, ""climate"": 2}",Environmental;Sustainability Theme:Environmental;Sustainability Theme:Resilience & Adaptation;Techniques:Energy management & optimization,Yes,2025-11-30T23:35:21.076391Z
Computer Systems Engineering,A,IEEE/ACM International Conference on Computer-Aided Design,ICCAD,https://ieee-cas.org/files/ieeecass/2024-02/ICCAD-2024_CallforPapers.pdf,https://dblp.org/db/conf/iccad/iccad2024.html,,,"{""sustain*"": 2, ""energy"": 4, ""energy-eff*"": 2, ""low-power"": 1, ""efficien*"": 31, ""environment*"": 1, ""eco"": 1}",Domain:Devices & Hardware;Environmental;Sustainability Theme:Environmental;Techniques:Energy management & optimization;Techniques:Protocols & low-power networking,Yes,2025-11-30T23:35:26.373272Z
